s,a,r,sp
32210,5,-25,32216
32216,5,-25,32221
32221,5,-25,32226
32226,5,-25,32231
32231,5,-25,32236
32236,5,-25,31741
31741,5,-25,31746
31746,5,-25,31250
31250,5,-25,31254
31254,5,-25,30759
30759,5,-25,30262
30262,5,-25,29766
29766,5,-25,29769
29769,5,-25,29272
29272,5,-25,28774
28774,5,-25,28277
28277,5,-25,27778
27778,5,-25,27280
27280,5,-25,26281
26281,5,-25,25782
25782,5,-25,25282
25282,5,-25,24782
24782,3,-25,23781
23781,3,-25,23280
23280,3,-25,22278
22278,3,-25,21275
21275,3,-25,20772
20772,3,-25,19768
19768,3,-25,18764
18764,3,-25,18259
18259,3,-25,17754
17754,3,-25,16748
16748,3,-25,16242
16242,3,-25,15735
15735,3,-25,15229
15229,3,-25,14721
14721,3,-25,14714
14714,3,-25,14206
14206,3,-25,14199
14199,3,-25,14191
14191,3,-25,14183
14183,3,-25,14176
14176,3,-25,14168
14168,3,-25,14161
14161,3,-25,14653
14653,3,-25,15146
15146,3,-25,15640
15640,3,-25,16133
16133,3,-25,16627
16627,3,-25,17122
17122,3,-25,17617
17617,3,-25,18112
18112,3,-25,18608
18608,3,-25,19604
19604,3,-25,20101
20101,3,-25,21098
21098,3,-25,21596
21596,3,-25,22594
22594,3,-25,23093
23093,3,-25,24092
24092,3,-25,24592
24592,3,-25,25092
25092,5,-25,26593
26593,5,-25,27595
27595,5,-25,28598
28598,5,-25,29601
29601,5,-25,30605
30605,5,-25,31610
31610,5,-25,32615
32615,5,-25,33621
33621,5,-25,34628
34628,5,-25,35135
35135,5,-25,36143
36143,5,-25,36652
36652,5,-25,37660
37660,5,-25,38170
38170,5,-25,38680
38680,5,-25,39190
39190,5,-25,39700
39700,5,-25,39710
39710,5,-25,39721
39721,5,-25,39731
39731,5,-25,39741
39741,5,-25,39252
39252,5,-25,39262
39262,5,-25,38771
38771,5,-25,38281
38281,5,-25,37790
37790,5,-25,37298
37298,5,-25,36306
36306,5,-25,35814
35814,5,-25,34821
34821,5,-25,34327
34327,5,-25,33333
33333,5,-25,32839
32839,5,-25,31844
31844,5,-25,31348
31348,5,-25,30352
30352,5,-25,29855
29855,5,-25,28858
28858,5,-25,28360
28360,5,-25,27362
27362,5,-25,26863
26863,5,-25,25863
25863,5,-25,25363
25363,5,-25,24363
24363,3,-25,23362
23362,3,-25,22360
22360,3,-25,21357
21357,3,-25,20353
20353,3,-25,18849
18849,3,-25,17844
17844,3,-25,16838
16838,3,-25,15832
15832,3,-25,14824
14824,3,-25,13816
13816,3,-25,12307
12307,3,-25,11298
11298,3,-25,10788
10788,3,-25,9777
9777,3,-25,8765
8765,3,-25,8253
8253,3,-25,7241
7241,3,-25,6728
6728,3,-25,6215
6215,3,-25,6202
6202,3,-25,6188
6188,3,-25,6175
6175,3,-25,6162
6162,3,-25,6649
6649,3,-25,6636
6636,3,-25,7124
7124,3,-25,8112
8112,3,-25,8600
8600,3,-25,9089
9089,3,-25,10079
10079,3,-25,10569
10569,3,-25,11559
11559,3,-25,12050
12050,3,-25,13042
13042,3,-25,13534
13534,3,-25,14527
14527,3,-25,15020
15020,3,-25,16014
16014,3,-25,16508
16508,3,-25,17002
17002,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,1,-225,24234
24234,1,-225,23734
23734,1,-225,23232
23232,1,-225,22731
22731,1,-225,21728
21728,1,-225,21226
21226,1,-225,20723
20723,1,-225,20220
20220,1,-225,19716
19716,1,-225,19212
19212,1,-225,19208
19208,1,-225,18704
18704,1,-225,18199
18199,1,-225,18194
18194,1,-225,18189
18189,1,-225,17684
17684,1,-225,17679
17679,1,-225,17674
17674,1,-225,17669
17669,1,-225,17664
17664,1,-225,17659
17659,1,-225,18154
18154,1,-225,18149
18149,1,-225,18645
18645,1,-225,18640
18640,1,-225,19136
19136,1,-225,19132
19132,1,-225,19629
19629,1,-225,20125
20125,1,-225,20622
20622,1,-225,21119
21119,1,-225,21617
21617,1,-225,22115
22115,1,-225,22613
22613,1,-225,23112
23112,1,-225,23611
23611,1,-225,24110
24110,1,-225,24610
24610,1,-225,25110
25110,7,-225,26111
26111,7,-225,27112
27112,7,-225,28115
28115,7,-225,29618
29618,7,-225,30622
30622,7,-225,31627
31627,7,-225,32632
32632,7,-225,33638
33638,7,-225,34645
34645,7,-225,35653
35653,7,-225,36161
36161,7,-225,37169
37169,7,-225,37678
37678,7,-225,38188
38188,7,-225,38698
38698,7,-225,39208
39208,7,-225,39718
39718,7,-225,39729
39729,7,-225,39739
39739,7,-225,39749
39749,7,-225,39760
39760,7,-225,39270
39270,7,-225,39280
39280,7,-225,38790
38790,7,-225,38299
38299,7,-225,37808
37808,7,-225,37316
37316,7,-225,36825
36825,7,-225,35832
35832,7,-225,35340
35340,7,-225,34847
34847,7,-225,34353
34353,7,-225,33859
33859,7,-225,32865
32865,7,-225,32370
32370,7,-225,31874
31874,7,-225,31379
31379,7,-225,30883
30883,7,-225,30386
30386,7,-225,29890
29890,7,-225,29393
29393,7,-225,28895
28895,7,-225,28397
28397,7,-225,27899
27899,7,-225,27401
27401,7,-225,26902
26902,7,-225,26403
26403,7,-225,26404
26404,7,-225,25904
25904,7,-225,25404
25404,7,-225,24904
24904,1,-225,23903
23903,1,-225,22902
22902,1,-225,21900
21900,1,-225,20897
20897,1,-225,19893
19893,1,-225,18888
18888,1,-225,17383
17383,1,-225,16377
16377,1,-225,15370
15370,1,-225,13862
13862,1,-225,12853
12853,1,-225,11344
11344,1,-225,10333
10333,1,-225,8822
8822,1,-225,7810
7810,1,-225,6797
6797,1,-225,5283
5283,1,-225,4268
4268,1,-225,3253
3253,1,-225,2737
2737,1,-225,2221
2221,1,-225,1705
1705,1,-225,1188
1188,1,-225,1171
1171,1,-225,1154
1154,1,-225,1137
1137,1,-225,1621
1621,1,-225,2105
2105,1,-225,2589
2589,1,-225,3074
3074,1,-225,3559
3559,1,-225,4544
4544,1,-225,5030
5030,1,-225,5517
5517,1,-225,6003
6003,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,3,-25,24705
24705,5,-25,24705
24705,6,-100,25206
25206,5,-25,25206
25206,3,-25,25206
25206,6,-100,25707
25707,5,-25,25707
25707,1,-225,25207
25207,3,-25,25207
25207,1,-225,24707
24707,4,0,24707
24707,3,-25,24707
24707,1,-225,24206
24206,6,-100,24706
24706,5,-25,24706
24706,2,-100,24206
24206,7,-225,24705
24705,5,-25,24705
24705,3,-25,24705
24705,2,-100,24205
24205,6,-100,24704
24704,2,-100,24204
24204,2,-100,24203
24203,4,0,24203
24203,7,-225,24202
24202,2,-100,24202
24202,7,-225,24701
24701,3,-25,24201
24201,6,-100,24701
24701,3,-25,24701
24701,3,-25,24700
24700,1,-225,24200
24200,7,-225,24699
24699,5,-25,24699
24699,3,-25,24699
24699,6,-100,25199
25199,7,-225,25200
25200,2,-100,25200
25200,4,0,25200
25200,1,-225,25200
25200,5,-25,25200
25200,2,-100,24700
24700,2,-100,24700
24700,7,-225,25200
25200,2,-100,24700
24700,7,-225,25200
25200,2,-100,24700
24700,2,-100,24700
24700,2,-100,24199
24199,5,-25,24699
24699,5,-25,24699
24699,3,-25,24699
24699,3,-25,24698
24698,7,-225,25198
25198,3,-25,24698
24698,3,-25,24698
24698,4,0,24698
24698,4,0,25198
25198,1,-225,24698
24698,4,0,24698
24698,5,-25,25198
25198,6,-100,25198
25198,5,-25,25699
25699,6,-100,26200
26200,7,-225,26201
26201,3,-25,26201
26201,4,0,26202
26202,4,0,26203
26203,3,-25,26204
26204,7,-225,26705
26705,1,-225,26206
26206,2,-100,25707
25707,3,-25,25707
25707,7,-225,26208
26208,7,-225,26209
26209,5,-25,26210
26210,3,-25,26211
26211,5,-25,26212
26212,3,-25,26212
26212,6,-100,26213
26213,1,-225,25714
25714,5,-25,25715
25715,6,-100,26215
26215,5,-25,26216
26216,7,-225,26217
26217,2,-100,25718
25718,4,0,25718
25718,6,-100,25719
25719,1,-225,25719
25719,2,-100,25219
25219,3,-25,24719
24719,2,-100,24219
24219,7,-225,24218
24218,1,-225,23718
23718,3,-25,23717
23717,7,-225,23716
23716,6,-100,24215
24215,7,-225,24215
24215,6,-100,24214
24214,5,-25,24714
24714,3,-25,24213
24213,1,-225,23713
23713,3,-25,23712
23712,4,0,23711
23711,4,0,23210
23210,4,0,23209
23209,2,-100,23207
23207,1,-225,22706
22706,6,-100,23204
23204,5,-25,23203
23203,3,-25,23202
23202,3,-25,22700
22700,6,-100,23199
23199,2,-100,23198
23198,4,0,23196
23196,5,-25,23195
23195,2,-100,23194
23194,7,-225,23693
23693,5,-25,23692
23692,3,-25,23691
23691,6,-100,24191
24191,1,-225,24190
24190,4,0,24190
24190,4,0,24189
24189,6,-100,24689
24689,3,-25,24689
24689,1,-225,24689
24689,4,0,24689
24689,6,-100,25190
25190,7,-225,25690
25690,7,-225,26191
26191,2,-100,26192
26192,5,-25,26693
26693,5,-25,26694
26694,5,-25,27196
27196,6,-100,27198
27198,5,-25,27699
27699,3,-25,27701
27701,5,-25,27703
27703,3,-25,27705
27705,2,-100,27207
27207,5,-25,27208
27208,7,-225,27710
27710,5,-25,27712
27712,7,-225,28215
28215,1,-225,27716
27716,2,-100,27218
27218,3,-25,26719
26719,5,-25,26721
26721,5,-25,26722
26722,6,-100,27224
27224,6,-100,27225
27225,3,-25,26726
26726,1,-225,26227
26227,4,0,26228
26228,3,-25,25728
25728,6,-100,25729
25729,1,-225,25229
25229,2,-100,24729
24729,6,-100,24728
24728,2,-100,24228
24228,3,-25,23727
23727,5,-25,23726
23726,7,-225,23725
23725,7,-225,23724
23724,3,-25,23223
23223,6,-100,23722
23722,2,-100,23220
23220,1,-225,22719
22719,4,0,22217
22217,7,-225,22715
22715,4,0,22213
22213,7,-225,22712
22712,6,-100,22710
22710,1,-225,22709
22709,6,-100,22707
22707,5,-25,22706
22706,2,-100,22704
22704,6,-100,22703
22703,4,0,23201
23201,1,-225,22700
22700,1,-225,22198
22198,2,-100,22196
22196,1,-225,22194
22194,1,-225,21692
21692,6,-100,22190
22190,2,-100,22188
22188,2,-100,22186
22186,7,-225,22684
22684,1,-225,22182
22182,7,-225,22681
22681,7,-225,23680
23680,5,-25,23679
23679,5,-25,24178
24178,3,-25,24678
24678,5,-25,24678
24678,2,-100,24678
24678,1,-225,24678
24678,5,-25,25178
25178,2,-100,25178
25178,1,-225,25178
25178,2,-100,25179
25179,6,-100,25679
25679,3,-25,25680
25680,1,-225,25681
25681,6,-100,26182
26182,1,-225,26182
26182,5,-25,26684
26684,3,-25,26685
26685,4,0,27186
27186,7,-225,27688
27688,5,-25,27690
27690,1,-225,27692
27692,6,-100,28194
28194,3,-25,28197
28197,2,-100,27699
27699,3,-25,27701
27701,6,-100,28203
28203,7,-225,28205
28205,4,0,28208
28208,4,0,28210
28210,4,0,28213
28213,4,0,28215
28215,4,0,28217
28217,2,-100,27719
27719,3,-25,27221
27221,5,-25,27223
27223,5,-25,27224
27224,7,-225,27726
27726,4,0,27228
27228,7,-225,27229
27229,6,-100,27231
27231,4,0,27233
27233,7,-225,27234
27234,5,-25,26736
26736,2,-100,26236
26236,7,-225,26237
26237,2,-100,25738
25738,4,0,25238
25238,1,-225,24738
24738,5,-25,24738
24738,3,-25,24237
24237,6,-100,23736
23736,5,-25,23735
23735,2,-100,23234
23234,4,0,22733
22733,5,-25,22731
22731,5,-25,22729
22729,5,-25,22728
22728,6,-100,22726
22726,2,-100,22224
22224,6,-100,22222
22222,6,-100,22220
22220,5,-25,22218
22218,4,0,22216
22216,7,-225,22214
22214,5,-25,22212
22212,5,-25,22211
22211,4,0,22209
22209,4,0,22207
22207,4,0,22205
22205,1,-225,22203
22203,6,-100,22201
22201,2,-100,22199
22199,4,0,22197
22197,3,-25,22195
22195,2,-100,21693
21693,2,-100,21690
21690,1,-225,21688
21688,3,-25,21686
21686,6,-100,22184
22184,1,-225,21681
21681,5,-25,22180
22180,4,0,22678
22678,1,-225,22676
22676,3,-25,22675
22675,5,-25,23173
23173,7,-225,23673
23673,7,-225,24672
24672,2,-100,24672
24672,3,-25,24672
24672,2,-100,24672
24672,7,-225,25172
25172,7,-225,26173
26173,2,-100,26174
26174,5,-25,26675
26675,7,-225,27176
27176,1,-225,27178
27178,6,-100,27680
27680,2,-100,27682
27682,6,-100,28184
28184,2,-100,28186
28186,4,0,28189
28189,7,-225,28691
28691,7,-225,29194
29194,5,-25,29698
29698,1,-225,29201
29201,7,-225,29704
29704,5,-25,29708
29708,3,-25,29711
29711,7,-225,29714
29714,5,-25,29718
29718,3,-25,29721
29721,7,-225,29725
29725,3,-25,29228
29228,4,0,29231
29231,2,-100,28733
28733,2,-100,28235
28235,7,-225,28238
28238,2,-100,27239
27239,2,-100,26740
26740,7,-225,26742
26742,3,-25,26242
26242,6,-100,26243
26243,7,-225,25744
25744,3,-25,25244
25244,2,-100,24744
24744,4,0,24243
24243,7,-225,24243
24243,6,-100,24242
24242,1,-225,23241
23241,1,-225,22740
22740,1,-225,22238
22238,7,-225,22235
22235,7,-225,22233
22233,4,0,21731
21731,3,-25,21228
21228,6,-100,21226
21226,4,0,21223
21223,7,-225,21220
21220,7,-225,21218
21218,7,-225,21716
21716,6,-100,21713
21713,5,-25,21711
21711,3,-25,21709
21709,7,-225,21706
21706,5,-25,22204
22204,2,-100,21702
21702,7,-225,22200
22200,7,-225,22198
22198,1,-225,22196
22196,1,-225,21694
21694,7,-225,22192
22192,3,-25,22190
22190,7,-225,22689
22689,5,-25,23187
23187,3,-25,23186
23186,4,0,23185
23185,2,-100,23184
23184,1,-225,23183
23183,6,-100,23682
23682,6,-100,24181
24181,2,-100,24181
24181,4,0,24180
24180,4,0,24680
24680,5,-25,25180
25180,5,-25,25681
25681,6,-100,26181
26181,3,-25,26182
26182,1,-225,26183
26183,7,-225,26684
26684,7,-225,27186
27186,1,-225,27187
27187,6,-100,27689
27689,3,-25,27691
27691,2,-100,27193
27193,5,-25,27695
27695,5,-25,27697
27697,4,0,28199
28199,6,-100,28201
28201,7,-225,28704
28704,6,-100,29207
29207,1,-225,28710
28710,3,-25,28712
28712,4,0,28715
28715,7,-225,28717
28717,3,-25,28220
28220,7,-225,28722
28722,3,-25,28224
28224,5,-25,28227
28227,2,-100,27729
27729,1,-225,27230
27230,5,-25,26731
26731,4,0,26733
26733,1,-225,26233
26233,4,0,25734
25734,1,-225,25234
25234,4,0,24734
24734,6,-100,24734
24734,7,-225,24734
24734,2,-100,24233
24233,3,-25,23733
23733,2,-100,23231
23231,3,-25,22730
22730,2,-100,22228
22228,2,-100,21725
21725,1,-225,21223
21223,2,-100,20720
20720,1,-225,20216
20216,1,-225,19713
19713,4,0,19709
19709,7,-225,19705
19705,7,-225,20202
20202,3,-25,20198
20198,6,-100,20195
20195,2,-100,20192
20192,5,-25,20689
20689,4,0,20686
20686,6,-100,21183
21183,4,0,21181
21181,3,-25,21678
21678,5,-25,22176
22176,2,-100,22174
22174,6,-100,22672
22672,5,-25,23171
23171,1,-225,23170
23170,2,-100,23169
23169,3,-25,23167
23167,4,0,23667
23667,1,-225,23666
23666,1,-225,24165
24165,6,-100,24665
24665,6,-100,25165
25165,1,-225,25666
25666,3,-25,25666
25666,7,-225,26167
26167,1,-225,26668
26668,7,-225,27170
27170,3,-25,27172
27172,2,-100,27173
27173,5,-25,27676
27676,4,0,28178
28178,6,-100,28681
28681,3,-25,28683
28683,1,-225,28686
28686,6,-100,29189
29189,7,-225,29693
29693,5,-25,30196
30196,6,-100,30700
30700,1,-225,30204
30204,4,0,30208
30208,4,0,30211
30211,1,-225,29715
29715,2,-100,29218
29218,6,-100,29721
29721,5,-25,29725
29725,6,-100,29728
29728,3,-25,29231
29231,6,-100,29234
29234,2,-100,28737
28737,2,-100,28239
28239,7,-225,28241
28241,5,-25,27743
27743,3,-25,27245
27245,3,-25,26746
26746,7,-225,26747
26747,4,0,26248
26248,2,-100,25248
25248,4,0,24748
24748,5,-25,24748
24748,7,-225,24748
24748,7,-225,24247
24247,2,-100,23746
23746,6,-100,23745
23745,1,-225,22744
22744,7,-225,22742
22742,1,-225,22240
22240,1,-225,21238
21238,1,-225,20735
20735,2,-100,20231
20231,5,-25,20228
20228,3,-25,19724
19724,4,0,19220
19220,2,-100,18716
18716,1,-225,18711
18711,7,-225,18707
18707,2,-100,18202
18202,5,-25,18698
18698,7,-225,18693
18693,6,-100,19189
19189,2,-100,19185
19185,5,-25,19682
19682,7,-225,20178
20178,1,-225,20175
20175,5,-25,20672
20672,7,-225,21169
21169,5,-25,21667
21667,6,-100,22665
22665,5,-25,23164
23164,3,-25,23163
23163,3,-25,23662
23662,6,-100,24161
24161,2,-100,24161
24161,7,-225,25161
25161,6,-100,26162
26162,2,-100,26162
26162,4,0,26664
26664,1,-225,26665
26665,5,-25,27166
27166,4,0,27668
25343,3,-25,24698
24698,3,-25,24697
24697,3,-25,24697
24697,3,-25,24697
24697,3,-25,24697
24697,3,-25,24697
24697,3,-25,24196
24196,3,-25,24196
24196,3,-25,24195
24195,3,-25,24195
24195,3,-25,24194
24194,3,-25,24194
24194,3,-25,24193
24193,3,-25,24193
24193,3,-25,24192
24192,3,-25,24191
24191,3,-25,24191
24191,3,-25,24190
24190,3,-25,24189
24189,3,-25,24189
24189,3,-25,24188
24188,3,-25,24187
24187,3,-25,24187
24187,3,-25,24186
24186,3,-25,24186
24186,3,-25,24185
24185,3,-25,24185
24185,3,-25,24184
24184,3,-25,24184
24184,3,-25,24684
24684,3,-25,24683
24683,3,-25,24683
24683,3,-25,24683
24683,3,-25,24683
24683,3,-25,24683
24683,3,-25,24683
24683,3,-25,25183
25183,5,-25,25183
25183,5,-25,25684
25684,5,-25,26184
26184,5,-25,26686
26686,5,-25,26687
26687,5,-25,27188
27188,5,-25,27690
27690,5,-25,27692
27692,5,-25,28195
28195,5,-25,28197
28197,5,-25,28700
28700,5,-25,28702
28702,5,-25,29205
29205,5,-25,29208
29208,5,-25,29211
29211,5,-25,29214
29214,5,-25,29218
29218,5,-25,29721
29721,5,-25,29224
29224,5,-25,29227
29227,5,-25,29230
29230,5,-25,29233
29233,5,-25,29236
29236,5,-25,28739
28739,5,-25,28741
28741,5,-25,28744
28744,5,-25,28246
28246,5,-25,28248
28248,5,-25,27750
27750,5,-25,27252
27252,5,-25,27253
27253,5,-25,26755
26755,5,-25,26256
26256,5,-25,26256
26256,5,-25,25757
25757,5,-25,25257
25257,5,-25,24757
24757,3,-25,24257
24257,3,-25,23756
23756,3,-25,22754
22754,3,-25,22252
22252,3,-25,21750
21750,3,-25,21247
21247,3,-25,20244
20244,3,-25,19740
19740,3,-25,19236
19236,3,-25,18732
18732,3,-25,18227
18227,3,-25,18222
18222,3,-25,17717
17717,3,-25,17212
17212,3,-25,17206
17206,3,-25,17201
17201,3,-25,16695
16695,3,-25,16689
16689,3,-25,16684
16684,3,-25,16678
16678,3,-25,17172
17172,3,-25,17167
17167,3,-25,17162
17162,3,-25,17656
17656,3,-25,18152
18152,3,-25,18147
18147,3,-25,18643
18643,3,-25,19139
19139,3,-25,19635
19635,3,-25,20132
20132,3,-25,20629
20629,3,-25,21126
21126,3,-25,22124
22124,3,-25,22623
22623,3,-25,23121
23121,3,-25,23620
23620,3,-25,24120
24120,3,-25,25120
25120,5,-25,25621
25621,5,-25,26622
26622,5,-25,27624
27624,5,-25,28627
28627,5,-25,29630
29630,5,-25,30134
30134,5,-25,31138
31138,5,-25,32143
32143,5,-25,32648
32648,5,-25,33654
33654,5,-25,34161
34161,5,-25,34668
34668,5,-25,35175
35175,5,-25,35683
35683,5,-25,36191
36191,5,-25,36199
36199,5,-25,36707
36707,5,-25,36715
36715,5,-25,36724
36724,5,-25,36732
36732,5,-25,36740
36740,5,-25,36248
36248,5,-25,36256
36256,5,-25,35764
35764,5,-25,35271
35271,5,-25,34778
34778,5,-25,34285
34285,5,-25,33791
33791,5,-25,33297
33297,5,-25,32802
32802,5,-25,31807
31807,5,-25,31311
31311,5,-25,30315
30315,5,-25,29818
29818,5,-25,28821
28821,5,-25,28323
28323,5,-25,27325
27325,5,-25,26826
26826,5,-25,25827
25827,5,-25,25327
25327,5,-25,24327
24327,3,-25,23326
23326,3,-25,22324
22324,3,-25,21321
21321,3,-25,20317
20317,3,-25,19313
19313,3,-25,18308
18308,3,-25,17303
17303,3,-25,16296
16296,3,-25,15289
15289,3,-25,14282
14282,3,-25,13274
13274,3,-25,12265
12265,3,-25,11755
11755,3,-25,11246
11246,3,-25,10235
10235,3,-25,10225
10225,3,-25,9714
9714,3,-25,9203
9203,3,-25,9192
9192,3,-25,9181
9181,3,-25,9170
9170,3,-25,9659
9659,3,-25,9648
9648,3,-25,10138
10138,3,-25,10628
10628,3,-25,11118
11118,3,-25,11609
11609,3,-25,12600
12600,3,-25,13092
13092,3,-25,14084
14084,3,-25,14577
14577,3,-25,15570
15570,3,-25,16064
16064,3,-25,17059
17059,3,-25,17554
17554,3,-25,18549
18549,3,-25,19046
19046,3,-25,20042
20042,3,-25,20539
20539,3,-25,21537
21537,3,-25,22035
22035,3,-25,23034
23034,3,-25,23533
23533,3,-25,24533
24533,3,-25,25033
25033,5,-25,26034
26034,5,-25,27035
27035,5,-25,28038
28038,5,-25,29041
29041,5,-25,30045
30045,5,-25,31049
31049,5,-25,32555
32555,5,-25,33561
33561,5,-25,34567
34567,5,-25,35575
35575,5,-25,36583
36583,5,-25,37593
37593,5,-25,38602
38602,5,-25,40113
40113,5,-25,40624
40624,5,-25,41636
41636,5,-25,42649
42649,5,-25,43162
43162,5,-25,43675
43675,5,-25,44189
44189,5,-25,44703
44703,5,-25,44717
44717,5,-25,44731
44731,5,-25,44745
44745,5,-25,44759
44759,5,-25,44272
44272,5,-25,43785
43785,5,-25,43298
43298,5,-25,42311
42311,5,-25,41822
41822,5,-25,41334
41334,5,-25,40344
40344,5,-25,39355
39355,5,-25,38864
38864,5,-25,37873
37873,5,-25,37382
37382,5,-25,36890
36890,5,-25,35898
35898,5,-25,35405
35405,5,-25,34912
34912,5,-25,34419
34419,5,-25,33925
33925,5,-25,33431
33431,5,-25,33436
33436,5,-25,32942
32942,5,-25,32947
32947,5,-25,32452
32452,5,-25,32457
32457,5,99975,32462
25343,5,-25,25205
25205,2,-100,24705
24705,7,-225,25205
25205,5,-25,25205
25205,6,-100,25706
25706,1,-225,25206
25206,6,-100,25706
25706,5,-25,25707
25707,4,0,25707
25707,2,-100,25208
25208,2,-100,25208
25208,7,-225,25208
25208,4,0,25208
25208,6,-100,25708
25708,5,-25,25709
25709,3,-25,25209
25209,7,-225,25710
25710,3,-25,25710
25710,6,-100,25711
25711,5,-25,25711
25711,1,-225,25212
25212,4,0,25212
25212,6,-100,25712
25712,6,-100,25713
25713,5,-25,25714
25714,1,-225,25714
25714,5,-25,25714
25714,4,0,25215
25215,3,-25,25215
25215,6,-100,25215
25215,4,0,25215
25215,6,-100,25716
25716,7,-225,25716
25716,1,-225,25217
25217,7,-225,25217
25217,3,-25,25217
25217,5,-25,25217
25217,5,-25,25217
25217,3,-25,24717
24717,6,-100,25217
25217,5,-25,25218
25218,7,-225,25218
25218,3,-25,25218
25218,4,0,24718
24718,5,-25,24718
24718,3,-25,24717
24717,1,-225,24217
24217,2,-100,23716
23716,6,-100,23715
23715,3,-25,23714
23714,1,-225,23213
23213,6,-100,23212
23212,7,-225,23711
23711,6,-100,23710
23710,5,-25,24210
24210,5,-25,24209
24209,5,-25,24209
24209,7,-225,24708
24708,7,-225,24708
24708,3,-25,24708
24708,6,-100,24708
24708,7,-225,25208
25208,2,-100,24708
24708,3,-25,24708
24708,5,-25,24707
24707,3,-25,24707
24707,3,-25,24207
24207,4,0,24206
24206,3,-25,24206
24206,6,-100,24705
24705,5,-25,24705
24705,7,-225,24705
24705,2,-100,24705
24705,4,0,24705
24705,7,-225,24705
24705,1,-225,24704
24704,2,-100,24204
24204,3,-25,24203
24203,2,-100,23703
23703,1,-225,23702
23702,7,-225,23701
23701,6,-100,24201
24201,5,-25,24700
24700,3,-25,24200
24200,1,-225,24199
24199,1,-225,23698
23698,6,-100,24198
24198,2,-100,24197
24197,6,-100,24197
24197,1,-225,24196
24196,2,-100,24196
24196,4,0,24195
24195,4,0,24194
24194,2,-100,24194
24194,1,-225,23693
23693,2,-100,23692
23692,7,-225,24191
24191,1,-225,23691
23691,4,0,24190
24190,2,-100,23689
23689,6,-100,24189
24189,1,-225,24188
24188,5,-25,24688
24688,3,-25,24688
24688,5,-25,24688
24688,7,-225,25188
25188,7,-225,25688
25688,5,-25,26189
26189,4,0,26190
26190,1,-225,26191
26191,5,-25,26692
26692,2,-100,26193
26193,5,-25,26694
26694,5,-25,26696
26696,7,-225,27197
27197,7,-225,27699
27699,1,-225,27201
27201,5,-25,27703
27703,4,0,27705
27705,6,-100,27707
27707,3,-25,27709
27709,3,-25,27711
27711,6,-100,27713
27713,3,-25,27715
27715,5,-25,27716
27716,4,0,27718
27718,6,-100,27720
27720,5,-25,27722
27722,2,-100,27224
27224,7,-225,27225
27225,5,-25,27227
27227,5,-25,27228
27228,5,-25,27230
27230,6,-100,27231
27231,4,0,26733
26733,1,-225,26234
26234,2,-100,25734
25734,1,-225,25234
25234,6,-100,25234
25234,7,-225,25234
25234,2,-100,24234
24234,5,-25,24233
24233,5,-25,24233
24233,5,-25,23732
23732,2,-100,23231
23231,1,-225,22729
22729,7,-225,22728
22728,7,-225,22726
22726,5,-25,22725
22725,4,0,22723
22723,2,-100,22221
22221,4,0,21719
21719,4,0,21717
21717,1,-225,21214
21214,5,-25,21212
21212,6,-100,21709
21709,3,-25,21207
21207,2,-100,21204
21204,3,-25,21201
21201,6,-100,21199
21199,6,-100,21697
21697,7,-225,22195
22195,5,-25,22193
22193,1,-225,22191
22191,2,-100,22189
22189,3,-25,22187
22187,3,-25,22185
22185,7,-225,22683
22683,3,-25,22681
22681,5,-25,23180
23180,6,-100,23679
